,UniProtID,Symbol,FullName,GOIDs,Tissues
3219,Q9UBP0,SPAST,Spastin,"['GO:1904115', 'GO:0005813', 'GO:0005737', 'GO:0031410', 'GO:0005829', 'GO:0005789', 'GO:0071782', 'GO:0005768', 'GO:0070062', 'GO:0016021', 'GO:0005811', 'GO:0005874', 'GO:0030496', 'GO:0031965', 'GO:0005654', 'GO:0005634', 'GO:0048471', 'GO:0005819', 'GO:0043014', 'GO:0005524', 'GO:0016887', 'GO:0048487', 'GO:0016853', 'GO:0008017', 'GO:0008568', 'GO:0044877', 'GO:0008089', 'GO:0019896', 'GO:0007409', 'GO:0032506', 'GO:0031122', 'GO:0061640', 'GO:0006888', 'GO:0010458', 'GO:0090148', 'GO:0008152', 'GO:0001578', 'GO:0051013', 'GO:0000281', 'GO:0051228', 'GO:0031468', 'GO:0032467', 'GO:0031117', 'GO:0034214', 'GO:0051260']","['Brain', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3220,Q9UBS3,DNAJB9,DnaJ homolog subfamily B member 9,"['GO:0005737', 'GO:0005783', 'GO:0005788', 'GO:0005789', 'GO:0070062', 'GO:0005730', 'GO:0051087', 'GO:0030544', 'GO:0051787', 'GO:0030183', 'GO:0002377', 'GO:0036498', 'GO:1903895', 'GO:0034976', 'GO:0030433']","['Brain', 'Brain', 'Erythroleukemia', 'Liver']"
3221,Q9UBS4,DNAJB11,DnaJ homolog subfamily B member 11,"['GO:0005783', 'GO:0005788', 'GO:0016020', 'GO:0051082', 'GO:0036498', 'GO:0032781', 'GO:0006457', 'GO:0051604']","['Skeletal muscle', 'Placenta', 'Tonsil', 'Placenta', 'Retinoblastoma', 'Lung', 'Embryonic kidney', 'Liver', 'Liver']"
3222,Q9UBS9,SUCO,SUN domain-containing ossification factor,"['GO:0005737', 'GO:0016021', 'GO:0016020', 'GO:0005791', 'GO:0030867', 'GO:0007275', 'GO:0001503', 'GO:0032967', 'GO:0045669', 'GO:0034975', 'GO:0046850']","['Testis', 'Mammary gland', 'Brain', 'Cervix carcinoma', 'Erythroleukemia']"
3223,Q9UBU6,FAM8A1,Protein FAM8A1,['GO:0016021'],"['Testis', 'Brain', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3224,Q9UBU7,DBF4,Protein DBF4 homolog A,"['GO:0031431', 'GO:0016604', 'GO:0005654', 'GO:0005634', 'GO:0008047', 'GO:0003676', 'GO:0019901', 'GO:0043539', 'GO:0008270', 'GO:0006260', 'GO:0000082', 'GO:0045740']","['Testis', 'Brain', 'Testis', 'Cervix carcinoma', 'Embryonic kidney', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia']"
3225,Q9UBV2,SEL1L,Protein sel-1 homolog 1,"['GO:0036513', 'GO:0005783', 'GO:0005789', 'GO:0044322', 'GO:0000836', 'GO:0000839', 'GO:0016021', 'GO:1904380', 'GO:0036503', 'GO:0007219', 'GO:0009306', 'GO:0050821', 'GO:0030970', 'GO:0055085', 'GO:0006641', 'GO:0030433']","['Pancreas', 'Pancreas', 'Liver', 'Liver']"
3226,Q9UBW7,ZMYM2,Zinc finger MYM-type protein 2,"['GO:0005829', 'GO:0005634', 'GO:0016605', 'GO:0000981', 'GO:0004713', 'GO:0031624', 'GO:0008270', 'GO:0022604', 'GO:0006357']","['Brain', 'Endometrial tumor', 'Testis', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia']"
3227,Q9UBX8,B4GALT6,"Beta-1,4-galactosyltransferase 6","['GO:0032580', 'GO:0000139', 'GO:0016021', 'GO:0003831', 'GO:0008378', 'GO:0046872', 'GO:0008489', 'GO:0005975', 'GO:0022010', 'GO:0021955', 'GO:0010706', 'GO:0018146', 'GO:0001572', 'GO:0042551', 'GO:0006486']","['Brain', 'Lung']"
3228,Q9UDV7,ZNF282,Zinc finger protein 282,"['GO:0005634', 'GO:0003677', 'GO:0000981', 'GO:0008270', 'GO:0045892', 'GO:0006355']","['Brain', 'Ovary', 'Erythroleukemia']"
3229,Q9UDY2,TJP2,Tight junction protein ZO-2,"['GO:0005912', 'GO:0005923', 'GO:0030054', 'GO:0005829', 'GO:0005654', 'GO:0005886', 'GO:0045296', 'GO:0004385', 'GO:0030674', 'GO:0019904', 'GO:0090557', 'GO:0035329', 'GO:0050892', 'GO:0090559']","['Brain', 'Pancreas', 'Brain', 'Testis', 'Testis', 'Pancreas', 'Pancreas', 'Aortic smooth muscle', 'Cervix carcinoma', 'Platelet', 'Cervix carcinoma', 'Liver', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3230,Q9UDY4,DNAJB4,DnaJ homolog subfamily B member 4,"['GO:0005829', 'GO:0005654', 'GO:0005886', 'GO:0001671', 'GO:0051087', 'GO:0051082', 'GO:0051085', 'GO:0000122', 'GO:0009408', 'GO:0006986']","['Liver', 'Lymph', 'Liver', 'Embryonic kidney', 'Cervix carcinoma', 'Cervix carcinoma']"
3231,Q9UDY8,MALT1,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,"['GO:0032449', 'GO:0005737', 'GO:0005829', 'GO:0001650', 'GO:0005730', 'GO:0005634', 'GO:0048471', 'GO:0032991', 'GO:0004197', 'GO:0042802', 'GO:0008233', 'GO:0002020', 'GO:0043621', 'GO:0004842', 'GO:0007250', 'GO:0042113', 'GO:0001923', 'GO:0006952', 'GO:0038095', 'GO:0045087', 'GO:0031663', 'GO:0043066', 'GO:0051168', 'GO:0043123', 'GO:0032743', 'GO:0051092', 'GO:0031398', 'GO:0002726', 'GO:2000321', 'GO:0051259', 'GO:0006508', 'GO:0042981', 'GO:0050856', 'GO:0009620', 'GO:0002223', 'GO:0042098', 'GO:0050852']","['Kidney', 'B-cell', 'Testis', 'Cervix carcinoma']"
3232,Q9UEE5,STK17A,Serine/threonine-protein kinase 17A,"['GO:0016607', 'GO:0005634', 'GO:0005886', 'GO:0005524', 'GO:0004674', 'GO:0006915', 'GO:0035556', 'GO:0043065', 'GO:2000271', 'GO:0006468', 'GO:2000377']","['Liver', 'Placenta', 'Colon', 'Placenta', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia']"
3233,Q9UF24,DKFZp586K0821,Uncharacterized protein DKFZp586K0821,['GO:0008137'],['Uterus']
3234,Q9UFB7,ZBTB47,Zinc finger and BTB domain-containing protein 47,"['GO:0005634', 'GO:0003677', 'GO:0000981', 'GO:0046872', 'GO:0006974']","['Brain', 'Testis', 'Brain', 'Brain']"
3235,Q9UFN0,NIPSNAP3A,Protein NipSnap homolog 3A,"['GO:0005829', 'GO:0005739', 'GO:0005634']","['Brain', 'Umbilical cord blood', 'Bone marrow', 'Liver']"
3236,Q9UG56,PISD,"Phosphatidylserine decarboxylase proenzyme, mitochondrial","['GO:0031305', 'GO:0005739', 'GO:0005634', 'GO:0004609', 'GO:0006646', 'GO:0016540']","['Kidney', 'Neuroblastoma', 'Rhabdomyosarcoma', 'Brain']"
3237,Q9UGI0,ZRANB1,Ubiquitin thioesterase ZRANB1,"['GO:0005737', 'GO:0005829', 'GO:0043231', 'GO:0005654', 'GO:0005634', 'GO:0070530', 'GO:0046872', 'GO:0004843', 'GO:0036459', 'GO:0016477', 'GO:0007010', 'GO:0030177', 'GO:0016579', 'GO:0071947', 'GO:0035523', 'GO:1990168', 'GO:0070536', 'GO:0022604', 'GO:0016055']","['Umbilical vein endothelial cell', 'Testis', 'Melanoma']"
3238,Q9UGL1,KDM5B,Lysine-specific demethylase 5B,"['GO:0005829', 'GO:0035097', 'GO:0005654', 'GO:0005634', 'GO:0051213', 'GO:0003677', 'GO:0003700', 'GO:0000981', 'GO:0042393', 'GO:0032452', 'GO:0034648', 'GO:0032453', 'GO:0034647', 'GO:1990837', 'GO:0003714', 'GO:0008270', 'GO:0060444', 'GO:0044344', 'GO:1990830', 'GO:0006338', 'GO:0034720', 'GO:0070306', 'GO:0060763', 'GO:0045892', 'GO:0010628', 'GO:0033601', 'GO:0009791', 'GO:2000864', 'GO:0006357', 'GO:0060992', 'GO:0048511', 'GO:0007338', 'GO:0061038']","['Mammary cancer', 'Teratocarcinoma', 'Cervix carcinoma', 'Erythroleukemia']"
3239,Q9UGP4,LIMD1,LIM domain-containing protein 1,"['GO:0005912', 'GO:0005911', 'GO:0005737', 'GO:0005829', 'GO:0005925', 'GO:0005634', 'GO:0000932', 'GO:0005886', 'GO:0016442', 'GO:0005667', 'GO:0003714', 'GO:0008270', 'GO:0016477', 'GO:0033962', 'GO:0007010', 'GO:0035195', 'GO:0007275', 'GO:0090090', 'GO:0035331', 'GO:0045668', 'GO:0045892', 'GO:0002076', 'GO:0016310', 'GO:2000637', 'GO:0008360', 'GO:0061418', 'GO:0006355', 'GO:0001666', 'GO:0007165']","['Brain', 'Leukemic T-cell', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3240,Q9UGT4,SUSD2,Sushi domain-containing protein 2,"['GO:0070062', 'GO:0016021', 'GO:0005886', 'GO:0030247', 'GO:0005044', 'GO:0006955', 'GO:1902807', 'GO:0051782']","['Ileal mucosa', 'Prostate', 'Plasma', 'Liver']"
3241,Q9UGU0,TCF20,Transcription factor 20,"['GO:0016604', 'GO:0005654', 'GO:0005634', 'GO:0003677', 'GO:0003700', 'GO:0046872', 'GO:0003723', 'GO:0003713', 'GO:0044212', 'GO:0045944', 'GO:0006355']","['Brain', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Colon carcinoma']"
3242,Q9UHA4,LAMTOR3,Ragulator complex protein LAMTOR3,"['GO:0010008', 'GO:0070062', 'GO:0005925', 'GO:0005765', 'GO:0005886', 'GO:0071986', 'GO:0035579', 'GO:0070821', 'GO:0019209', 'GO:0000186', 'GO:0007050', 'GO:0034613', 'GO:0071230', 'GO:0000165', 'GO:0043312', 'GO:0032008', 'GO:0016241']","['Dendritic cell', 'Fetal liver', 'Placenta', 'Brain', 'Lung']"
3243,Q9UHB6,LIMA1,LIM domain and actin-binding protein 1,"['GO:0015629', 'GO:0031526', 'GO:0032154', 'GO:0005829', 'GO:0005925', 'GO:0005886', 'GO:0001726', 'GO:0001725', 'GO:0051015', 'GO:0003785', 'GO:0045296', 'GO:0046872', 'GO:0051017', 'GO:0016477', 'GO:0042632', 'GO:0008203', 'GO:0030299', 'GO:0030835', 'GO:0031529']","['Cervix carcinoma', 'Hypothalamus', 'Uterus', 'Colon', 'Hepatoma', 'Placenta', 'Brain', 'Brain', 'Cervix', 'Colon', 'Placenta', 'Cervix carcinoma', 'Cervix carcinoma', 'Platelet', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3244,Q9UHB7,AFF4,AF4/FMR2 family member 4,"['GO:0032783', 'GO:0001650', 'GO:0005654', 'GO:0005634', 'GO:0008023', 'GO:0035327', 'GO:0003700', 'GO:0003690', 'GO:0007286', 'GO:0006366', 'GO:0006368']","['Placenta', 'Fetal brain', 'Brain', 'Blood', 'Brain', 'Skin', 'Umbilical cord blood', 'Cervix carcinoma', 'Cervix carcinoma', 'Embryonic kidney', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3245,Q9UHC7,MKRN1,E3 ubiquitin-protein ligase makorin-1,"['GO:0005829', 'GO:0046872', 'GO:0003723', 'GO:0061630', 'GO:0004842', 'GO:0000209']","['Brain', 'Adrenal gland', 'Testis', 'Brain', 'Placenta', 'Brain', 'Skin', 'Brain']"
3246,Q9UHD1,CHORDC1,Cysteine and histidine-rich domain-containing protein 1,"['GO:0043531', 'GO:0005524', 'GO:0051879', 'GO:0008270', 'GO:0061077', 'GO:2000299', 'GO:1900034', 'GO:0010824']","['Heart', 'Thalamus', 'Brain', 'Uterus', 'Colon carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia']"
3247,Q9UHD2,TBK1,Serine/threonine-protein kinase TBK1,"['GO:0016235', 'GO:0005737', 'GO:0005829', 'GO:0010008', 'GO:0005654', 'GO:0005524', 'GO:0042802', 'GO:0003676', 'GO:0051219', 'GO:0004672', 'GO:0019903', 'GO:0004674', 'GO:0071345', 'GO:0050830', 'GO:0051607', 'GO:0044565', 'GO:0007249', 'GO:0006954', 'GO:0045087', 'GO:0010629', 'GO:0032480', 'GO:0018105', 'GO:0018107', 'GO:0043123', 'GO:0032727', 'GO:0045359', 'GO:0032728', 'GO:0016239', 'GO:0033138', 'GO:0045944', 'GO:0032481', 'GO:0060340', 'GO:1904417', 'GO:0006468', 'GO:1901214', 'GO:0032479', 'GO:0009615', 'GO:0035666', 'GO:0032606', 'GO:0016032']","['Spleen', 'Placenta', 'Testis', 'Cervix carcinoma', 'Erythroleukemia']"
3248,Q9UHD9,UBQLN2,Ubiquilin-2,"['GO:0005776', 'GO:0005737', 'GO:0031410', 'GO:0005829', 'GO:0005634', 'GO:0005886', 'GO:0006914', 'GO:1900186', 'GO:1904021', 'GO:1903071', 'GO:2000785', 'GO:0016241', 'GO:0030433']","['Lung', 'B-cell', 'Placenta', 'Amygdala', 'Fetal brain']"
3249,Q9UHF7,TRPS1,Zinc finger transcription factor Trps1,"['GO:0000790', 'GO:0005654', 'GO:0005634', 'GO:0032991', 'GO:0003700', 'GO:0000981', 'GO:0001227', 'GO:0019904', 'GO:0000977', 'GO:0008270', 'GO:0000122', 'GO:0051291', 'GO:0032330', 'GO:0001501']","['Prostate', 'Embryo', 'Trachea', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia']"
3250,Q9UHJ9,PGAP2,Post-GPI attachment to proteins factor 2,"['GO:0005789', 'GO:0000139', 'GO:0016021', 'GO:0008565', 'GO:0006506']","['Placenta', 'Mammary gland', 'Kidney', 'Testis']"
3251,Q9UHN6,CEMIP2,Cell surface hyaluronidase,"['GO:0070062', 'GO:0016021', 'GO:0005887', 'GO:0045296', 'GO:0005509', 'GO:0004415', 'GO:0001525', 'GO:0030214', 'GO:1903670']","['Fetal brain', 'Brain', 'Teratocarcinoma', 'Cervix carcinoma']"
3252,Q9UHP3,USP25,Ubiquitin carboxyl-terminal hydrolase 25,"['GO:0005829', 'GO:0005783', 'GO:0005634', 'GO:0051117', 'GO:0004197', 'GO:0008233', 'GO:0004843', 'GO:0036459', 'GO:0043130', 'GO:0031625', 'GO:1904455', 'GO:0006464', 'GO:1904293', 'GO:0016579', 'GO:0071108', 'GO:0070536', 'GO:0006508', 'GO:0031647', 'GO:0006511']","['Fetal brain', 'Placenta', 'Erythroleukemia']"
3253,Q9UHP7,CLEC2D,C-type lectin domain family 2 member D,"['GO:0009986', 'GO:0005783', 'GO:0005887', 'GO:0016020', 'GO:0005886', 'GO:0030246', 'GO:0004888', 'GO:0007166', 'GO:0050776']","['Natural killer cell', 'Fetal liver', 'Fetus', 'Lymphocyte', 'Testis']"
3254,Q9UHQ4,BCAP29,B-cell receptor-associated protein 29,"['GO:0005789', 'GO:0005887', 'GO:0016020', 'GO:0006915', 'GO:0006888', 'GO:0006886', 'GO:0001649', 'GO:0070973']","['Adrenal gland', 'Prostate']"
3255,Q9UHV7,MED13,Mediator of RNA polymerase II transcription subunit 13,"['GO:0016592', 'GO:0016020', 'GO:0005654', 'GO:0005634', 'GO:0030374', 'GO:0046966', 'GO:0003713', 'GO:0003712', 'GO:0042809', 'GO:0042632', 'GO:0043433', 'GO:0045944', 'GO:0045893', 'GO:0006357', 'GO:0006367', 'GO:0070328']","['Cervix carcinoma', 'Brain', 'Brain', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3256,Q9UHW5,GPN3,GPN-loop GTPase 3,"['GO:0032991', 'GO:0005525', 'GO:0003924']","['Liver', 'Ovary', 'Adrenal gland', 'Retina', 'Lung', 'Spleen', 'Bone marrow', 'Lung']"
3257,Q9UHY7,ENOPH1,Enolase-phosphatase E1,"['GO:0005829', 'GO:0005634', 'GO:0043715', 'GO:0043716', 'GO:0043874', 'GO:0000287', 'GO:0019509', 'GO:0019284']","['Hypothalamus', 'Placenta', 'Uterus', 'Aorta']"
3258,Q9UIF8,BAZ2B,Bromodomain adjacent to zinc finger domain protein 2B,"['GO:0005634', 'GO:0003677', 'GO:0046872', 'GO:0006338', 'GO:0006357']","['Testis', 'Brain', 'Melanoma', 'Testis', 'Skeletal muscle', 'Cervix carcinoma', 'Erythroleukemia']"
3259,Q9UIG0,BAZ1B,Tyrosine-protein kinase BAZ1B,"['GO:0000793', 'GO:0016604', 'GO:0005654', 'GO:0005721', 'GO:0005524', 'GO:0042393', 'GO:0035173', 'GO:0004715', 'GO:0004713', 'GO:0008270', 'GO:0006974', 'GO:0006333', 'GO:0006338', 'GO:0016572', 'GO:0045815', 'GO:0006357']","['Testis', 'Testis', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3260,Q9UII4,HERC5,E3 ISG15--protein ligase HERC5,"['GO:0005829', 'GO:0048471', 'GO:0042296', 'GO:0003723', 'GO:0004842', 'GO:0051607', 'GO:0045087', 'GO:0032020', 'GO:0032480', 'GO:0000209', 'GO:0000079', 'GO:0050688']","['Embryonic kidney', 'Brain']"
3261,Q9UII5,ZNF107,Zinc finger protein 107,"['GO:0005634', 'GO:0003677', 'GO:0000981', 'GO:0046872']","['Brain', 'Testis']"
3262,Q9UIJ7,AK3,"GTP:AMP phosphotransferase AK3, mitochondrial","['GO:0005759', 'GO:0005739', 'GO:0005524', 'GO:0005525', 'GO:0046899', 'GO:0006172', 'GO:0046033', 'GO:0007596', 'GO:0046039', 'GO:0046041', 'GO:0046940', 'GO:0046051']","['Liver', 'Pheochromocytoma', 'Placenta', 'Lymph', 'Liver']"
3263,Q9UIL1,SCOC,Short coiled-coil protein,"['GO:0005829', 'GO:0005794', 'GO:0000139', 'GO:0005654', 'GO:0016239', 'GO:0061635']","['Placenta', 'Lung', 'Ovary', 'Brain', 'Fetal brain']"
3264,Q9UIU6,SIX4,Homeobox protein SIX4,"['GO:0005737', 'GO:0005634', 'GO:0005667', 'GO:0001228', 'GO:0000981', 'GO:0000978', 'GO:0000976', 'GO:0048856', 'GO:0009653', 'GO:0048701', 'GO:0061197', 'GO:0048699', 'GO:0042472', 'GO:0008584', 'GO:0030238', 'GO:0046661', 'GO:0072075', 'GO:0051451', 'GO:0061055', 'GO:0043066', 'GO:0043524', 'GO:1902725', 'GO:0045892', 'GO:0030910', 'GO:0060037', 'GO:0090190', 'GO:0045893', 'GO:0072107', 'GO:0034504', 'GO:0072095', 'GO:0050678', 'GO:0032880', 'GO:0008582', 'GO:0045214', 'GO:0098528', 'GO:0007519', 'GO:0048538', 'GO:0043586', 'GO:0061551']",['Embryonic kidney']
3265,Q9UJC3,HOOK1,Protein Hook homolog 1,"['GO:0005813', 'GO:0005737', 'GO:0005829', 'GO:0070695', 'GO:0005874', 'GO:0003779', 'GO:0051959', 'GO:0042802', 'GO:0008017', 'GO:0031122', 'GO:0030705', 'GO:0045022', 'GO:0007032', 'GO:0008333', 'GO:0007030', 'GO:0007040', 'GO:1905198', 'GO:0007275', 'GO:0015031']","['Testis', 'Placenta', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Liver']"
3266,Q9UJC5,SH3BGRL2,SH3 domain-binding glutamic acid-rich-like protein 2,"['GO:0031965', 'GO:0005654', 'GO:0017124']","['Brain', 'Brain', 'Eye', 'Placenta']"
3267,Q9UJD0,RIMS3,Regulating synaptic membrane exocytosis protein 3,"['GO:0030054', 'GO:0048788', 'GO:0048786', 'GO:0098831', 'GO:0042734', 'GO:0045202', 'GO:0044325', 'GO:0017137', 'GO:0017156', 'GO:0048791', 'GO:0050806', 'GO:0042391', 'GO:0048167', 'GO:2000300']","['Fetal brain', 'Bone marrow', 'Brain', 'Embryonic kidney']"
3268,Q9UJQ1,LAMP5,Lysosome-associated membrane glycoprotein 5,"['GO:0030054', 'GO:0030659', 'GO:0032590', 'GO:0031901', 'GO:0033116', 'GO:0010008', 'GO:0032584', 'GO:0016021', 'GO:0005770', 'GO:0005764', 'GO:0005886', 'GO:0055038', 'GO:0030672']","['Caudate nucleus', 'Thalamus', 'Testis']"
3269,Q9UJU2,LEF1,Lymphoid enhancer-binding factor 1,"['GO:1990907', 'GO:0005737', 'GO:0005654', 'GO:0005634', 'GO:0032993', 'GO:0005667', 'GO:0070016', 'GO:0008013', 'GO:0070742', 'GO:0003682', 'GO:0043027', 'GO:0003677', 'GO:0008301', 'GO:0001228', 'GO:0003700', 'GO:0000981', 'GO:0035326', 'GO:0030284', 'GO:0030331', 'GO:0045295', 'GO:0042393', 'GO:0042826', 'GO:0000978', 'GO:0000977', 'GO:0043565', 'GO:0044212', 'GO:0046632', 'GO:0060033', 'GO:1902262', 'GO:0060561', 'GO:0042100', 'GO:1904837', 'GO:0030509', 'GO:0001569', 'GO:0060070', 'GO:0060326', 'GO:0071345', 'GO:0071353', 'GO:0060710', 'GO:0021542', 'GO:0030326', 'GO:0001837', 'GO:0048069', 'GO:0060325', 'GO:0021873', 'GO:0021861', 'GO:0021943', 'GO:0043966', 'GO:0043967', 'GO:0030879', 'GO:0043066', 'GO:0071866', 'GO:0022408', 'GO:0043154', 'GO:0043392', 'GO:0071899', 'GO:0032696', 'GO:0032713', 'GO:0032714', 'GO:0045843', 'GO:0000122', 'GO:0045892', 'GO:0030223', 'GO:0071895', 'GO:0042475', 'GO:0001649', 'GO:0048341', 'GO:0043923', 'GO:0090068', 'GO:0030307', 'GO:0030335', 'GO:0008284', 'GO:0071864', 'GO:0022409', 'GO:0010718', 'GO:0010628', 'GO:0030854', 'GO:0045944', 'GO:0045893', 'GO:0022407', 'GO:0006357', 'GO:0006355', 'GO:0030111', 'GO:0062009', 'GO:0050909', 'GO:0001756', 'GO:0002040', 'GO:0033153', 'GO:0045063', 'GO:0043586', 'GO:0061153', 'GO:0006366', 'GO:0007223']","['Amygdala', 'Thymus', 'Skin', 'Testis', 'Leukemic T-cell']"
3270,Q9UJW0,DCTN4,Dynactin subunit 4,"['GO:0005938', 'GO:0005813', 'GO:0005737', 'GO:0005829', 'GO:0005869', 'GO:0005925', 'GO:0000776', 'GO:0005634', 'GO:0030017', 'GO:0000922', 'GO:0001725', 'GO:0047485', 'GO:0019886', 'GO:0006888', 'GO:0007097']","['Neuron', 'Testis', 'Brain', 'Erythroleukemia']"
3271,Q9UJW8,ZNF180,Zinc finger protein 180,"['GO:0005634', 'GO:0003677', 'GO:0000981', 'GO:0046872']","['Amygdala', 'Spleen', 'Skin', 'Leukemic T-cell']"
3272,Q9UJX2,CDC23,Cell division cycle protein 23 homolog,"['GO:0005680', 'GO:0005829', 'GO:0005622', 'GO:0005654', 'GO:0004842', 'GO:0031145', 'GO:0051301', 'GO:0007091', 'GO:0000278', 'GO:0007080', 'GO:0070979', 'GO:0007096', 'GO:1901990', 'GO:0030071', 'GO:0006511']","['Placenta', 'Uterus', 'Gastric mucosa', 'Brain', 'Duodenum', 'Pancreas', 'Bone marrow', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3273,Q9UJY4,GGA2,ADP-ribosylation factor-binding protein GGA2,"['GO:0030136', 'GO:0031901', 'GO:0010008', 'GO:0005794', 'GO:0005802', 'GO:0030306', 'GO:0044267', 'GO:0043001', 'GO:0006886', 'GO:0034394']","['Eye', 'Mammary gland', 'Brain', 'Leukemic T-cell', 'Cervix carcinoma', 'Erythroleukemia']"
3274,Q9UK58,CCNL1,Cyclin-L1,"['GO:0016607', 'GO:0005634', 'GO:0016538', 'GO:0006357', 'GO:0006396']","['Lung', 'Lung', 'Teratocarcinoma', 'Brain', 'Testis', 'Bone marrow', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3275,Q9UK73,FEM1B,Protein fem-1 homolog B,"['GO:0005737', 'GO:0005829', 'GO:0005654', 'GO:0005634', 'GO:0005123', 'GO:0004842', 'GO:0006915', 'GO:0060442', 'GO:0060743', 'GO:0043687', 'GO:2000001', 'GO:1902041', 'GO:0051438']","['Brain', 'Thalamus', 'Placenta']"
3276,Q9UK76,JPT1,Jupiter microtubule associated homolog 1,"['GO:0005737', 'GO:0031965', 'GO:0005730', 'GO:0005634']","['T-cell', 'Prostatic carcinoma', 'Brain', 'Thymus', 'Placenta', 'Testis', 'Cervix carcinoma', 'Cervix carcinoma', 'Platelet', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3277,Q9UK99,FBXO3,F-box only protein 3,"['GO:0005829', 'GO:0005654', 'GO:0004842', 'GO:0006508']","['Placenta', 'Thymus', 'Fetal brain', 'Uterus']"
3278,Q9UKA4,AKAP11,A-kinase anchor protein 11,"['GO:0005737', 'GO:0005829', 'GO:0005815', 'GO:0005730', 'GO:0005777', 'GO:0005886', 'GO:0051018', 'GO:0008157', 'GO:0035556']","['Brain', 'Placenta', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Leukemic T-cell', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
3279,Q9UKB1,FBXW11,F-box/WD repeat-containing protein 11,"['GO:0005813', 'GO:0005829', 'GO:0005634', 'GO:0019005', 'GO:0000151', 'GO:0046983', 'GO:0061630', 'GO:0004842', 'GO:0000086', 'GO:0070498', 'GO:1901223', 'GO:0045892', 'GO:0038061', 'GO:0042753', 'GO:0045862', 'GO:0045893', 'GO:0043687', 'GO:0043161', 'GO:0006470', 'GO:0031648', 'GO:0000209', 'GO:0016567', 'GO:0048511', 'GO:0031146', 'GO:0051403', 'GO:0016055']","['Fetal lung', 'Brain', 'Hippocampus', 'Lymph']"
3280,Q9UKG1,APPL1,DCC-interacting protein 13-alpha,"['GO:0005737', 'GO:0031410', 'GO:0005829', 'GO:0005769', 'GO:0031901', 'GO:0032009', 'GO:0005768', 'GO:0010008', 'GO:0070062', 'GO:0097708', 'GO:0044354', 'GO:0016020', 'GO:0005634', 'GO:0005886', 'GO:0001726', 'GO:0012506', 'GO:0048487', 'GO:0042802', 'GO:0035091', 'GO:0001786', 'GO:0042803', 'GO:0043422', 'GO:0044877', 'GO:0033211', 'GO:0007049', 'GO:0008283', 'GO:0035729', 'GO:0097192', 'GO:0008286', 'GO:1905450', 'GO:1900017', 'GO:0046326', 'GO:1905303', 'GO:0048023', 'GO:0006606', 'GO:0010762', 'GO:0046324', 'GO:0045088', 'GO:1903076', 'GO:0034143', 'GO:0007165', 'GO:0023052', 'GO:0007179']","['Brain', 'Testis', 'Embryonic kidney', 'Cervix carcinoma', 'Cervix carcinoma', 'Cervix carcinoma', 'Erythroleukemia', 'Liver']"
