Q9NXB0	MKS1	Meckel syndrome type 1 protein	54903	Hepatoma, Trachea, Ovary, Erythroleukemia
Q9NXC2	GFOD1	Glucose-fructose oxidoreductase domain-containing protein 1	54438	Fetal brain, Skin
Q9NXF7	DCAF16	DDB1- and CUL4-associated factor 16	54876	Heart, Kidney, Lung, Testis
Q9NXG2	THUMPD1	THUMP domain-containing protein 1	55623	Lung, Cervix carcinoma, T-cell, Cervix carcinoma, Liver, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9NXL6	SIDT1	SID1 transmembrane family member 1	54847	Colon
Q9NXL9	MCM9	DNA helicase MCM9	254394	Teratocarcinoma, Brain, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9NXR7	BABAM2	BRISC and BRCA1-A complex member 2	9577	Monocyte, Colon, Teratocarcinoma, Cervix, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9NXR8	ING3	Inhibitor of growth protein 3	54556	Skeletal muscle, Umbilical cord blood, Uterus, Blood, Liver, Lung, Pancreas, Urinary bladder
Q9NXT0	ZNF586	Zinc finger protein 586	54807	Colon, Testis
Q9NXV2	KCTD5	BTB/POZ domain-containing protein KCTD5	54442	Colon, Lymph, Colon carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9NXW9	ALKBH4	Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4	54784	Adipose tissue, Epithelium, Brain, Lung, Placenta, Erythroleukemia
Q9NY27	PPP4R2	Serine/threonine-protein phosphatase 4 regulatory subunit 2	151987	Corpus callosum, Uterus, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9NY35	CLDND1	Claudin domain-containing protein 1	56650	Brain, Umbilical cord blood, Liver, Teratocarcinoma, Brain, Brain, Eye, Hippocampus, Spinal cord, Leukemic T-cell
Q9NY97	B3GNT2	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2	10678	Brain, Urinary bladder, Brain, Testis, Placenta, Plasma
Q9NYA4	MTMR4	Myotubularin-related protein 4	9110	Brain, Lung, Erythroleukemia, Liver
Q9NYB9	ABI2	Abl interactor 2	10152	Brain, Brain, Placenta, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma
Q9NYF5	FAM13B	Protein FAM13B	51306	Skin, Testis, Adrenal gland, Erythroleukemia
Q9NYF8	BCLAF1	Bcl-2-associated transcription factor 1	9774	Bone marrow, Brain, Pancreas, Testis, Uterus, Colon carcinoma, Cervix carcinoma, Prostate cancer, Cervix carcinoma, T-cell, Cervix carcinoma, Liver, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver, Colon carcinoma
Q9NYJ8	TAB2	TGF-beta-activated kinase 1 and MAP3K7-binding protein 2	23118	Kidney, Brain, Testis, Testis, Eye, Kidney, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver, Colon carcinoma
Q9NYK6	EURL	Protein EURL homolog	54149	Brain, Placenta, Skin
Q9NYL9	TMOD3	Tropomodulin-3	29766	Brain, Adrenal gland, Testis, Brain, Cajal-Retzius cell, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9NYR9	NKIRAS2	NF-kappa-B inhibitor-interacting Ras-like protein 2	28511	Embryo, Thymus, Testis, Brain, Muscle
Q9NYS7	WSB2	WD repeat and SOCS box-containing protein 2	55884	Colon carcinoma, Hippocampus, Uterus
Q9NYT6	ZNF226	Zinc finger protein 226	7769	Lung, Muscle
Q9NYV6	RRN3	RNA polymerase I-specific transcription initiation factor RRN3	54700	Hippocampus, Thymus, Uterus, Kidney, Spleen, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia
Q9NYW8	RBAK	RB-associated KRAB zinc finger protein	57786	Uterus, Brain, Testis
Q9NYY8	FASTKD2	FAST kinase domain-containing protein 2, mitochondrial	22868	Brain, Adrenal gland, Melanoma, Placenta, Teratocarcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9NYZ3	GTSE1	G2 and S phase-expressed protein 1	51512	Placenta, Liver, Placenta, Brain, Muscle, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9NZ32	ACTR10	Actin-related protein 10	55860	Hypothalamus, Ovary
Q9NZ52	GGA3	ADP-ribosylation factor-binding protein GGA3	23163	Heart, Bone marrow, Testis, Brain, Liver
Q9NZ81	PRR13	Proline-rich protein 13	54458	Bone marrow, Brain, Placenta
Q9NZB2	FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1	23196	Lung, Placenta, Bone marrow, Brain, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver, Colon carcinoma
Q9NZC4	EHF	ETS homologous factor	26298	Prostate, Prostate, Trachea, Skin
Q9NZD8	SPG21	Maspardin	51324	Bone marrow, Liver, Synovium, Eye, Cervix carcinoma
Q9NZE8	MRPL35	39S ribosomal protein L35, mitochondrial	51318	Bone marrow, Stomach, Liver
Q9NZI5	GRHL1	Grainyhead-like protein 1 homolog	29841	Placenta, Fetal brain, Trachea, Cervix carcinoma
Q9NZI7	UBP1	Upstream-binding protein 1	7342	Placenta, Brain, Amygdala, Liver
Q9NZJ0	DTL	Denticleless protein homolog	51514	Hepatoma, Teratocarcinoma, Testis, Lymph, Testis, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9NZJ4	SACS	Sacsin	26278	Fetal liver, Uterine endothelium, Astrocyte, Brain, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9NZJ9	NUDT4	Diphosphoinositol polyphosphate phosphohydrolase 2	11163	Cerebellum, Brain, Retina, Trachea, Lymph, Placenta
Q9NZL6	RGL1	Ral guanine nucleotide dissociation stimulator-like 1	23179	Brain, Brain, Liver
Q9NZL9	MAT2B	Methionine adenosyltransferase 2 subunit beta	27430	Brain, Neuroblastoma, Amygdala, Pancreas, Placenta, Skin, Heart, Cervix carcinoma, Leukemic T-cell, Erythroleukemia
Q9NZM3	ITSN2	Intersectin-2	50618	Fetal brain, Fetal liver, Brain, Embryo, Bone marrow, Brain, Fetal liver, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9NZQ0	DNAJC27	DnaJ homolog subfamily C member 27	51277	Testis, Brain
Q9NZQ7	CD274	Programmed cell death 1 ligand 1	29126	Placenta, Gastric carcinoma, Placenta, Lung, Liver
Q9NZR1	TMOD2	Tropomodulin-2	29767	Cerebellum, Retina, Brain, Cajal-Retzius cell, Fetal brain cortex
Q9NZW5	MPP6	MAGUK p55 subfamily member 6	51678	Testis, Eye
Q9P021	CRIPT	Cysteine-rich PDZ-binding protein	9419	Blood, Tongue, Brain, Kidney
Q9P035	HACD3	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	51495	Umbilical cord blood, B-cell, Duodenum, Eye, Urinary bladder, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Liver, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9P0I2	EMC3	ER membrane protein complex subunit 3	55831	Adrenal gland, Brain, Stomach cancer, Small intestine, Brain, B-cell lymphoma, Liver
Q9P0J7	KCMF1	E3 ubiquitin-protein ligase KCMF1	56888	Stomach, Adrenal gland, Ovary, Testis, Cervix, Testis, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9P0K8	FOXJ2	Forkhead box protein J2	55810	Lung, Melanoma, Embryonic kidney, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9P0N8	MARCH2	E3 ubiquitin-protein ligase MARCH2	51257	Umbilical cord blood, Brain, Skin
Q9P0S2	COX16	Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial	51241	Pituitary tumor, Umbilical cord blood, Skin
Q9P0U3	SENP1	Sentrin-specific protease 1	29843	Placenta, Stomach, Testis, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9P1F3	ABRACL	Costars family protein ABRACL	58527	Fetal liver, Umbilical cord blood, Blood, Platelet
Q9P1Q0	VPS54	Vacuolar protein sorting-associated protein 54	51542	Hepatoma, Testis, Skin, Testis, Placenta, Cervix carcinoma, Erythroleukemia
Q9P1T7	MDFIC	MyoD family inhibitor domain-containing protein	29969	T-cell, Leukocyte, Cervix carcinoma, Cervix carcinoma
Q9P1W9	PIM2	Serine/threonine-protein kinase pim-2	11040	Testis, Uterus
Q9P1Z0	ZBTB4	Zinc finger and BTB domain-containing protein 4	57659	Fetal brain, Brain, Uterus, Brain, Uterus, Cervix carcinoma, Cervix carcinoma
Q9P1Z3	HCN3	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3	57657	Brain, Brain
Q9P215	POGK	Pogo transposable element with KRAB domain	57645	Brain, Placenta, Aorta
Q9P246	STIM2	Stromal interaction molecule 2	57620	Fetal brain, Kidney, Brain, Amygdala, Brain, Retina, Ovarian carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9P255	ZNF492	Zinc finger protein 492	57615	Brain
Q9P260	RELCH	RAB11-binding protein RELCH	57614	Brain, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9P265	DIP2B	Disco-interacting protein 2 homolog B	57609	Brain, Synovium, Brain, Fetal brain, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9P270	SLAIN2	SLAIN motif-containing protein 2	57606	Brain, Skin, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver, Colon carcinoma
Q9P278	FNIP2	Folliculin-interacting protein 2	57600	Brain, Lymph, Uterus, Leukemic T-cell, Erythroleukemia
Q9P2B4	CTTNBP2NL	CTTNBP2 N-terminal-like protein	55917	Brain, Teratocarcinoma, Skin, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9P2B7	CFAP97	Cilia- and flagella-associated protein 97	57587	Liver, Brain, Testis, Brain, Testis, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9P2D1	CHD7	Chromodomain-helicase-DNA-binding protein 7	55636	Brain, Hepatoma, Blood, Brain, Eye, Lung, Placenta, Skin, Embryonic kidney, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Colon carcinoma
Q9P2D6	FAM135A	Protein FAM135A	57579	Brain, Testis, Placenta, Colon, Placenta, Testis
Q9P2E3	ZNFX1	NFX1-type zinc finger-containing protein 1	57169	Brain, Neuron, Placenta
Q9P2E7	PCDH10	Protocadherin-10	57575	Brain, Hippocampus
Q9P2G1	ANKIB1	Ankyrin repeat and IBR domain-containing protein 1	54467	Brain, Skin, Uterus, Testis, Cervix carcinoma, Platelet, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9P2G3	KLHL14	Kelch-like protein 14	57565	Brain, Kidney, Brain
Q9P2G4	MAP10	Microtubule-associated protein 10	54627	Brain, Thalamus, Testis
Q9P2G9	KLHL8	Kelch-like protein 8	57563	Brain, Cerebellum, Fetal kidney, Brain
Q9P2J3	KLHL9	Kelch-like protein 9	55958	Brain, Amygdala
Q9P2J8	ZNF624	Zinc finger protein 624	57547	Brain, Tongue
Q9P2K2	TXNDC16	Thioredoxin domain-containing protein 16	57544	Brain, Lung, Testis
Q9P2K3	RCOR3	REST corepressor 3	55758	Brain, Pericardium, Teratocarcinoma, Testis, Brain, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Colon carcinoma
Q9P2K6	KLHL42	Kelch-like protein 42	57542	Brain, Uterus, Brain, Embryonic kidney
Q9P2M4	TBC1D14	TBC1 domain family member 14	57533	Brain, Brain, Testis, Testis, Cervix carcinoma, Erythroleukemia, Liver
Q9P2N5	RBM27	RNA-binding protein 27	54439	Brain, Cervix, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver, Colon carcinoma
Q9P2P5	HECW2	E3 ubiquitin-protein ligase HECW2	57520	Brain, Uterus, Heart, Lung, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9P2R3	ANKFY1	Rabankyrin-5	51479	Fetal brain, Brain, Trachea, Mammary gland, Lung carcinoma, Cervix carcinoma, Liver
Q9P2R6	RERE	Arginine-glutamic acid dipeptide repeats protein	473	Brain, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9P2W1	PSMC3IP	Homologous-pairing protein 2 homolog	29893	Uterus
Q9UBA6	C6orf48	Protein G8	50854	Brain, Eye
Q9UBB4	ATXN10	Ataxin-10	25814	Uterus, Adrenal gland, Hypothalamus, Amygdala, Ovary, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UBB5	MBD2	Methyl-CpG-binding domain protein 2	8932	Testis, Lymph, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UBC3	DNMT3B	DNA (cytosine-5)-methyltransferase 3B	1789	Fetal testis, Small intestine, Testis, Brain, Testis, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9UBF8	PI4KB	Phosphatidylinositol 4-kinase beta	5298	Fetal brain, Brain, Heart, Brain, Brain, Testis, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UBH6	XPR1	Xenotropic and polytropic retrovirus receptor 1	9213	Lymphocyte, Cervix carcinoma, Testis, Testis, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9UBI9	HECA	Headcase protein homolog	51696	Placenta, Cervix carcinoma, Leukemic T-cell
Q9UBK2	PPARGC1A	Peroxisome proliferator-activated receptor gamma coactivator 1-alpha	10891	Skeletal muscle, Liver, Brain, Skeletal muscle
Q9UBK8	MTRR	Methionine synthase reductase	4552	Lung, Cervix carcinoma, Erythroleukemia, Liver
Q9UBL0	ARPP21	cAMP-regulated phosphoprotein 21	10777	Brain, Hypothalamus, Amygdala, Hippocampus, Lung, Testis, Kidney, Leukemic T-cell, Leukemic T-cell
Q9UBM7	DHCR7	7-dehydrocholesterol reductase	1717	Liver, Testis, Brain, Liver, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver
Q9UBP0	SPAST	Spastin	6683	Brain, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UBS3	DNAJB9	DnaJ homolog subfamily B member 9	4189	Brain, Brain, Erythroleukemia, Liver
Q9UBS4	DNAJB11	DnaJ homolog subfamily B member 11	51726	Skeletal muscle, Placenta, Tonsil, Placenta, Retinoblastoma, Lung, Embryonic kidney, Liver, Liver
Q9UBS9	SUCO	SUN domain-containing ossification factor	51430	Testis, Mammary gland, Brain, Cervix carcinoma, Erythroleukemia
Q9UBU6	FAM8A1	Protein FAM8A1	51439	Testis, Brain, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UBU7	DBF4	Protein DBF4 homolog A	10926	Testis, Brain, Testis, Cervix carcinoma, Embryonic kidney, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9UBV2	SEL1L	Protein sel-1 homolog 1	6400	Pancreas, Pancreas, Liver, Liver
Q9UBW7	ZMYM2	Zinc finger MYM-type protein 2	7750	Brain, Endometrial tumor, Testis, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9UBX8	B4GALT6	Beta-1,4-galactosyltransferase 6	9331	Brain, Lung
Q9UDV7	ZNF282	Zinc finger protein 282	8427	Brain, Ovary, Erythroleukemia
Q9UDY2	TJP2	Tight junction protein ZO-2	9414	Brain, Pancreas, Brain, Testis, Testis, Pancreas, Pancreas, Aortic smooth muscle, Cervix carcinoma, Platelet, Cervix carcinoma, Liver, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UDY4	DNAJB4	DnaJ homolog subfamily B member 4	11080	Liver, Lymph, Liver, Embryonic kidney, Cervix carcinoma, Cervix carcinoma
Q9UDY8	MALT1	Mucosa-associated lymphoid tissue lymphoma translocation protein 1	10892	Kidney, B-cell, Testis, Cervix carcinoma
Q9UEE5	STK17A	Serine/threonine-protein kinase 17A	9263	Liver, Placenta, Colon, Placenta, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9UF24	DKFZp586K0821	Uncharacterized protein DKFZp586K0821	-	Uterus
Q9UFB7	ZBTB47	Zinc finger and BTB domain-containing protein 47	92999	Brain, Testis, Brain, Brain
Q9UFN0	NIPSNAP3A	Protein NipSnap homolog 3A	25934	Brain, Umbilical cord blood, Bone marrow, Liver
Q9UG56	PISD	Phosphatidylserine decarboxylase proenzyme, mitochondrial	23761	Kidney, Neuroblastoma, Rhabdomyosarcoma, Brain
Q9UGI0	ZRANB1	Ubiquitin thioesterase ZRANB1	54764	Umbilical vein endothelial cell, Testis, Melanoma
Q9UGL1	KDM5B	Lysine-specific demethylase 5B	10765	Mammary cancer, Teratocarcinoma, Cervix carcinoma, Erythroleukemia
Q9UGP4	LIMD1	LIM domain-containing protein 1	8994	Brain, Leukemic T-cell, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UGT4	SUSD2	Sushi domain-containing protein 2	56241	Ileal mucosa, Prostate, Plasma, Liver
Q9UGU0	TCF20	Transcription factor 20	6942	Brain, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Colon carcinoma
Q9UHA4	LAMTOR3	Ragulator complex protein LAMTOR3	8649	Dendritic cell, Fetal liver, Placenta, Brain, Lung
Q9UHB6	LIMA1	LIM domain and actin-binding protein 1	51474	Cervix carcinoma, Hypothalamus, Uterus, Colon, Hepatoma, Placenta, Brain, Brain, Cervix, Colon, Placenta, Cervix carcinoma, Cervix carcinoma, Platelet, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UHB7	AFF4	AF4/FMR2 family member 4	27125	Placenta, Fetal brain, Brain, Blood, Brain, Skin, Umbilical cord blood, Cervix carcinoma, Cervix carcinoma, Embryonic kidney, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UHC7	MKRN1	E3 ubiquitin-protein ligase makorin-1	23608	Brain, Adrenal gland, Testis, Brain, Placenta, Brain, Skin, Brain
Q9UHD1	CHORDC1	Cysteine and histidine-rich domain-containing protein 1	26973	Heart, Thalamus, Brain, Uterus, Colon carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9UHD2	TBK1	Serine/threonine-protein kinase TBK1	29110	Spleen, Placenta, Testis, Cervix carcinoma, Erythroleukemia
Q9UHD9	UBQLN2	Ubiquilin-2	29978	Lung, B-cell, Placenta, Amygdala, Fetal brain
Q9UHF7	TRPS1	Zinc finger transcription factor Trps1	7227	Prostate, Embryo, Trachea, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9UHJ9	PGAP2	Post-GPI attachment to proteins factor 2	27315	Placenta, Mammary gland, Kidney, Testis
Q9UHN6	CEMIP2	Cell surface hyaluronidase	23670	Fetal brain, Brain, Teratocarcinoma, Cervix carcinoma
Q9UHP3	USP25	Ubiquitin carboxyl-terminal hydrolase 25	29761	Fetal brain, Placenta, Erythroleukemia
Q9UHP7	CLEC2D	C-type lectin domain family 2 member D	29121	Natural killer cell, Fetal liver, Fetus, Lymphocyte, Testis
Q9UHQ4	BCAP29	B-cell receptor-associated protein 29	55973	Adrenal gland, Prostate
Q9UHV7	MED13	Mediator of RNA polymerase II transcription subunit 13	9969	Cervix carcinoma, Brain, Brain, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver
Q9UHW5	GPN3	GPN-loop GTPase 3	51184	Liver, Ovary, Adrenal gland, Retina, Lung, Spleen, Bone marrow, Lung
Q9UHY7	ENOPH1	Enolase-phosphatase E1	58478	Hypothalamus, Placenta, Uterus, Aorta
Q9UIF8	BAZ2B	Bromodomain adjacent to zinc finger domain protein 2B	29994	Testis, Brain, Melanoma, Testis, Skeletal muscle, Cervix carcinoma, Erythroleukemia
Q9UIG0	BAZ1B	Tyrosine-protein kinase BAZ1B	9031	Testis, Testis, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UII4	HERC5	E3 ISG15--protein ligase HERC5	51191	Embryonic kidney, Brain
Q9UII5	ZNF107	Zinc finger protein 107	51427	Brain, Testis
Q9UIJ7	AK3	GTP:AMP phosphotransferase AK3, mitochondrial	50808	Liver, Pheochromocytoma, Placenta, Lymph, Liver
Q9UIL1	SCOC	Short coiled-coil protein	60592	Placenta, Lung, Ovary, Brain, Fetal brain
Q9UIU6	SIX4	Homeobox protein SIX4	51804	Embryonic kidney
Q9UJC3	HOOK1	Protein Hook homolog 1	51361	Testis, Placenta, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Liver
Q9UJC5	SH3BGRL2	SH3 domain-binding glutamic acid-rich-like protein 2	83699	Brain, Brain, Eye, Placenta
Q9UJD0	RIMS3	Regulating synaptic membrane exocytosis protein 3	9783	Fetal brain, Bone marrow, Brain, Embryonic kidney
Q9UJQ1	LAMP5	Lysosome-associated membrane glycoprotein 5	24141	Caudate nucleus, Thalamus, Testis
Q9UJU2	LEF1	Lymphoid enhancer-binding factor 1	51176	Amygdala, Thymus, Skin, Testis, Leukemic T-cell
Q9UJW0	DCTN4	Dynactin subunit 4	51164	Neuron, Testis, Brain, Erythroleukemia
Q9UJW8	ZNF180	Zinc finger protein 180	7733	Amygdala, Spleen, Skin, Leukemic T-cell
Q9UJX2	CDC23	Cell division cycle protein 23 homolog	8697	Placenta, Uterus, Gastric mucosa, Brain, Duodenum, Pancreas, Bone marrow, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UJY4	GGA2	ADP-ribosylation factor-binding protein GGA2	23062	Eye, Mammary gland, Brain, Leukemic T-cell, Cervix carcinoma, Erythroleukemia
Q9UK58	CCNL1	Cyclin-L1	57018	Lung, Lung, Teratocarcinoma, Brain, Testis, Bone marrow, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UK73	FEM1B	Protein fem-1 homolog B	10116	Brain, Thalamus, Placenta
Q9UK76	JPT1	Jupiter microtubule associated homolog 1	51155	T-cell, Prostatic carcinoma, Brain, Thymus, Placenta, Testis, Cervix carcinoma, Cervix carcinoma, Platelet, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UK99	FBXO3	F-box only protein 3	26273	Placenta, Thymus, Fetal brain, Uterus
Q9UKA4	AKAP11	A-kinase anchor protein 11	11215	Brain, Placenta, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver
Q9UKB1	FBXW11	F-box/WD repeat-containing protein 11	23291	Fetal lung, Brain, Hippocampus, Lymph
Q9UKG1	APPL1	DCC-interacting protein 13-alpha	26060	Brain, Testis, Embryonic kidney, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UKG9	CROT	Peroxisomal carnitine O-octanoyltransferase	54677	Skin, Brain, Skin
Q9UKI8	TLK1	Serine/threonine-protein kinase tousled-like 1	9874	Placenta, Testis, Placenta, Placenta, Bone marrow, Amygdala, Testis, Uterus, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9UKJ3	GPATCH8	G patch domain-containing protein 8	23131	Brain, Skin, Testis, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UKJ5	CHIC2	Cysteine-rich hydrophobic domain-containing protein 2	26511	Brain, Skin
Q9UKK9	NUDT5	ADP-sugar pyrophosphatase	11164	Umbilical cord blood, Placenta, Cervix carcinoma, Erythroleukemia
Q9UKL0	RCOR1	REST corepressor 1	23186	Lymph, Cervix carcinoma, Bone marrow, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9UKN8	GTF3C4	General transcription factor 3C polypeptide 4	9329	Brain, Placenta, Testis, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia
Q9UKR5	ERG28	Probable ergosterol biosynthetic protein 28	11161	Umbilical cord blood, Brain, Adrenal gland, Kidney
Q9UKT4	FBXO5	F-box only protein 5	26271	Placenta, Cervix carcinoma, Erythroleukemia
Q9UKT7	FBXL3	F-box/LRR-repeat protein 3	26224	Placenta, Skin
Q9UKV5	AMFR	E3 ubiquitin-protein ligase AMFR	267	Ovary, Placenta, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UKV8	AGO2	Protein argonaute-2	27161	Brain, Eye, Cervix carcinoma, Erythroleukemia
Q9UKX7	NUP50	Nuclear pore complex protein Nup50	10762	Fetal liver, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UKY1	ZHX1	Zinc fingers and homeoboxes protein 1	11244	Liver, Testis, Kidney, Cervix carcinoma, Cervix carcinoma, Leukemic T-cell, Cervix carcinoma, Erythroleukemia, Liver
Q9UKY7	CDV3	Protein CDV3 homolog	55573	Lymph, Leukemic T-cell, Cervix carcinoma, Cervix carcinoma, Cervix carcinoma, Erythroleukemia, Liver
Q9UKZ1	CNOT11	CCR4-NOT transcription complex subunit 11	55571	Mammary gland, Brain, Colon, Colon carcinoma
Q9UL01	DSE	Dermatan-sulfate epimerase	29940	Testis
Q9UL03	INTS6	Integrator complex subunit 6	26512	Brain, Testis, Brain, Lung, Placenta, Lung, Cervix carcinoma
Q9UL15	BAG5	BAG family molecular chaperone regulator 5	9529	Brain, Brain
Q9UL25	RAB21	Ras-related protein Rab-21	23011	Colon carcinoma, Lymph, Placenta, B-cell lymphoma, Bone marrow
Q9UL26	RAB22A	Ras-related protein Rab-22A	57403	Colon carcinoma, Tongue, Colon, Uterus
Q9UL40	ZNF346	Zinc finger protein 346	23567	Placenta, Hippocampus, Testis, Brain, Uterus
Q9UL45	BLOC1S6	Biogenesis of lysosome-related organelles complex 1 subunit 6	26258	Brain, Thymus, Placenta, Liver
